row_id,file,line_number,entry_type,speaker_clean,speaker_raw,original_jp,vietnamese,tag_codes,scene_type,notes
7717,H_serihu_tubomi.ks,1393,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「もっともっと欲しくなっちゃったぁ♡　今まで私、こんな気持ちになることなかったのに」[p],Tsubomi「Em lại thèm khát thêm nữa mất rồi♡ Trước giờ em chưa từng có cảm giác thế này bao giờ đâu.」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7718,H_serihu_tubomi.ks,1394,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「私もあんたに触られてから…気持ちいいの覚えて、どんどんエッチな体になっちゃってるの♡」[p],"Tsubomi「Từ lúc bị anh chạm vào... em đã biết thế nào là sướng rơn, cơ thể em ngày càng trở nên dâm đãng mất rồi♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7719,H_serihu_tubomi.ks,1402,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んっ、ちゅっ…ねぇ、すっごいガチガチになってるみたいなんだけど…？」[p],"Tsubomi「Ưm, chụt... Này, có vẻ như của anh đang cứng ngắc hết cả lên rồi kìa...?」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7720,H_serihu_tubomi.ks,1403,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「こんなに反り返っちゃって…やらしー♡　期待してるんでしょ？　ちゅ、ちゅっちゅ…♡」[p],"Tsubomi「Cong vút lên thế này... dâm quá đi♡ Anh đang mong chờ lắm đúng không? Chu, chụt chụt...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7721,H_serihu_tubomi.ks,1404,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ふ～っ…♡　はぁ、はっ…エッチな匂いしてる♡　先っぽも我慢汁溢れちゃってるよ？」[p],"Tsubomi「Phù...♡ Haa, hộc... Mùi dâm đãng quá đi♡ Phần đầu cũng trào nước nhờn ra rồi kìa?」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7722,H_serihu_tubomi.ks,1414,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ちゅ、ちゅ、じゅぷ、じゅぽじゅぽじゅぽじゅぽっ♡　んんっ♡　おっきいっ♡」[p],"Tsubomi「Chu, chu, chụt, sột soạt sột soạt sột soạt...♡ Ưm...♡ Bự quá đi♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7723,H_serihu_tubomi.ks,1415,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「口の中…いっぱいになってる…アゴ外れちゃいそうっ♡　ちゅぷ、ちゅぽじゅぽじゅぽっ♡」[p],"Tsubomi「Khoang miệng em... chật kín luôn rồi... Sắp trật khớp hàm luôn rồi này♡ Chụt, sột soạt sột soạt sột soạt...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7724,H_serihu_tubomi.ks,1416,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んんっ♡　はぁ、匂いと味でくらくらしちゃう♡　体の奥、すっごく熱くなってきちゃった…」[p],"Tsubomi「Ưm...♡ Haa, mùi và vị của nó làm em choáng váng hết cả lên♡ Tận sâu trong cơ thể, nóng rực lên rồi...」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7725,H_serihu_tubomi.ks,1426,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「じゅぷ、じゅぽっ♡　じゅぽじゅぽじゅぽじゅぽっ♡　んんっ…興奮しますか、ご主人様？」[p],"Tsubomi「Chụt, sột soạt...♡ Sột soạt sột soạt sột soạt...♡ Ưm... Chủ nhân có hưng phấn không ạ?」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7726,H_serihu_tubomi.ks,1427,dialogue,日高 舜 (MC),[舜],[舜]「くっ…それ、ヤバい…！　他の客には…やってない、だろうな…？」[p],"[舜]「Hừ... Thế này, tuyệt quá...! Em không làm thế này... với khách hàng khác, đúng không...?」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7727,H_serihu_tubomi.ks,1428,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「やってるわけないでしょ？　これは…こ、恋人だけの…特別オプション、なんだから…♡」[p],Tsubomi「Làm gì có chuyện em làm chứ? Đây là... d-dịch vụ đặc biệt... chỉ dành riêng cho người yêu thôi đấy...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7728,H_serihu_tubomi.ks,1440,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んむぅぅっ♡　んんっ♡　の、喉奥まで…届いてっ♡　んぅぅっ♡　なんで、気持ちいいの♡」[p],"Tsubomi「Ưm ư ư...♡ Ưm...♡ Ch-Chạm đến... tận sâu trong cổ họng rồi...♡ Ưm ư ư...♡ Sao lại, sướng thế này cơ chứ♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7729,H_serihu_tubomi.ks,1441,dialogue,日高 舜 (MC),[舜],[舜]「んんっ！　バキュームヤバ…あぁ、先っぽも柔らかいトコにめちゃくちゃ擦れてる…」[p],"[舜]「Ưm! Lực hút mạnh quá... A, phần đầu cũng cọ xát dữ dội vào chỗ mềm mại rồi...」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7730,H_serihu_tubomi.ks,1442,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んんっ♡　ふぅぅっ♡　や、だぁ…アソコ、ジンジンって痺れたみたいに熱くなっちゃった…♡」[p],"Tsubomi「Ưm...♡ Phù...♡ Kh-Không chịu đâu... Chỗ đó, nóng rực lên như bị tê rần rần ấy...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7731,H_serihu_tubomi.ks,1451,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぅぅっ♡　あっ…おっぱい鷲掴みされちゃった♡　指、沈み込んでる…♡」[p],"Tsubomi「Hi ư ư...♡ A... Bị bóp vú chặt quá rồi này♡ Ngón tay, lún sâu vào luôn rồi...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7732,H_serihu_tubomi.ks,1452,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「フーッ…フーッ…フーッ…♡　おっぱいばっかり揉みしだかれるの…だめ♡」[p],Tsubomi「Phù... Phù... Phù...♡ Cứ nắn bóp mỗi vú thôi... không được đâu♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7733,H_serihu_tubomi.ks,1453,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「手のひらに乳首擦れて…んっ♡　余計敏感になっちゃうからぁっ♡　あっ、あぁぁぁっ♡」[p],"Tsubomi「Đầu vú cọ xát vào lòng bàn tay... Ưm...♡ Càng làm nó nhạy cảm hơn mất thôi♡ A, a a a...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7734,H_serihu_tubomi.ks,1463,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ♡　あぁっ♡　や、だめっ♡　おっぱい揉みくちゃになっちゃうからぁっ♡」[p],Tsubomi「A...♡ A...♡ Kh-Không được đâu...♡ Vú em bị vò nát bét mất thôi...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7735,H_serihu_tubomi.ks,1464,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「そんなに揉みしだかれたら、おっぱいトロトロにとろけちゃうってば…♡」[p],"Tsubomi「Bị nắn bóp dữ dội thế này, vú em tan chảy ra mất thôi...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7736,H_serihu_tubomi.ks,1465,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「えっ…なんで余計に興奮してるの？　ちょ、ちょっと待って…あぁぁぁっ♡」[p],Tsubomi「Hả... sao anh lại hưng phấn hơn thế? Kh-Khoan đã... A a a...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7737,H_serihu_tubomi.ks,1476,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ♡　あぁっ♡　おっぱい揉みくちゃにしながら私の顔、見ないでよぉ♡」[p],Tsubomi「A...♡ A...♡ Vừa vò nát vú em vừa nhìn chằm chằm vào mặt em thế chứ♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7738,H_serihu_tubomi.ks,1477,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「だらしなくなってるの、自分でわかるからっ♡　変な顔見せて嫌われたくないのっ…♡」[p],Tsubomi「Em tự biết là mặt em đang dâm đãng lắm rồi...♡ Em không muốn cho anh thấy khuôn mặt kỳ lạ rồi bị anh ghét đâu...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7739,H_serihu_tubomi.ks,1478,dialogue,日高 舜 (MC),[舜],[舜]「めちゃくちゃエロくて可愛いよ。もっともっと好きになるんだけど…！」[p],[舜]「Dâm đãng và đáng yêu lắm. Anh lại càng thích em hơn nữa đấy...!」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7740,H_serihu_tubomi.ks,1490,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ…あぁぁぁっ♡　あうぅっ♡　頭おかしくなっちゃうっ♡　おっぱいだけなのにっ♡」[p],Tsubomi「A... A a a...♡ A ư...♡ Đầu óc em phát điên lên mất...♡ Rõ ràng chỉ sờ mỗi vú thôi mà...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7741,H_serihu_tubomi.ks,1491,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「お腹の奥からっ…気持ちいいのが上がってきちゃってる…♡　こんなの知らないっ♡」[p],Tsubomi「Từ tận sâu trong bụng... cảm giác sướng rơn đang trào dâng lên rồi này...♡ Em chưa từng biết đến cảm giác này bao giờ...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7742,H_serihu_tubomi.ks,1492,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「はぁっ♡　はぁっ♡　あっ♡　腰、勝手に動いちゃって…恥ずかし…あぁっ♡」[p],"Tsubomi「Haa...♡ Haa...♡ A...♡ Hông em, cứ tự động nẩy lên... xấu hổ quá đi... A...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7743,H_serihu_tubomi.ks,1501,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「や、やだっ♡　待って…チュウチュウ吸うの…刺激強すぎてっ♡　あっ♡　あぁぁぁっ♡」[p],Tsubomi「Kh-Không chịu đâu... Khoan đã... mút chùn chụt thế này... kích thích mạnh quá...♡ A...♡ A a a...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7744,H_serihu_tubomi.ks,1502,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「だめ、だめだめっ♡　声、止まらない…あっ、あぁぁぁっ♡　こんな気持ちいいなんてっ♡」[p],"Tsubomi「Không được, không được không được đâu...♡ Không kìm được tiếng rên... A, a a a...♡ Lại sướng rơn đến thế này sao...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7745,H_serihu_tubomi.ks,1503,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んっ♡　ふぅぅぅっ♡　乳首、気持ちいいのっ♡　ねっとり舐められるの好きぃ♡」[p],"Tsubomi「Ưm...♡ Phù...♡ Đầu vú, sướng quá đi...♡ Em thích bị liếm nhóp nhép thế này lắm♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7746,H_serihu_tubomi.ks,1513,dialogue,日高 舜 (MC),[舜],[舜]「何されるのが好きなのか教えて。メイドなんだから素直に言うこと聞いてくれるんだろ？」[p],[舜]「Nói cho anh biết em thích bị làm gì đi. Là hầu gái thì phải ngoan ngoãn nghe lời đúng không?」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7747,H_serihu_tubomi.ks,1514,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぅっ♡　あっ♡　あぁぁっ♡　乳首っ…思いっきり吸われるの…好きなの…」[p],Tsubomi「Hi ư...♡ A...♡ A a...♡ Đầu vú... bị mút thật mạnh... em thích lắm...」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7748,H_serihu_tubomi.ks,1515,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あぁぁぁっ♡　それっ…それっ…♡　あっ♡　あぁぁっ♡　お腹の底から熱いの上がってきてる♡」[p],Tsubomi「A a a...♡ Chỗ đó... chỗ đó...♡ A...♡ A a...♡ Từ tận sâu trong bụng trào lên cảm giác nóng rực rồi này♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7749,H_serihu_tubomi.ks,1526,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んぅぅぅっ♡　乳首、前より敏感になってるかも…体が気持ちいいの覚えちゃってるみたい♡」[p],"Tsubomi「Ưm ư ư...♡ Đầu vú, hình như nhạy cảm hơn trước rồi thì phải... Có vẻ như cơ thể em đã ghi nhớ cảm giác sướng rơn này rồi♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7750,H_serihu_tubomi.ks,1527,dialogue,日高 舜 (MC),[舜],[舜]「へぇ、じゃあもっと気持ちいいこと覚えてもらわなくちゃな…」[p],"[舜]「Chà, vậy thì phải để em ghi nhớ thêm nhiều chuyện sướng rơn hơn nữa mới được...」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7751,H_serihu_tubomi.ks,1528,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぅっ、だめ♡　そんなことされたら…おっぱい舐められただけでイッちゃうからっ…」[p],"Tsubomi「Hi ư, không được đâu♡ Bị làm thế... chỉ liếm vú thôi mà em cũng ra mất...」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7752,H_serihu_tubomi.ks,1541,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あぁぁぁっ♡　乳首、敏感なんだからぁっ♡　思いっきり吸い上げたら馬鹿になっちゃうっ♡」[p],"Tsubomi「A a a...♡ Đầu vú, nhạy cảm lắm cơ mà...♡ Bị mút mạnh thế này em sẽ phát điên lên mất thôi...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7753,H_serihu_tubomi.ks,1542,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「乳首吸われてるだけなのにぃっ♡　腰、動いて止まらないのっ…♡　やだぁ…♡」[p],"Tsubomi「Chỉ bị mút đầu vú thôi mà...♡ Hông em, cứ nẩy lên không dừng lại được này...♡ Ghét quá đi...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7754,H_serihu_tubomi.ks,1543,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「私前はこんなにエッチな子じゃなかったのに…あんたのせいでこうなっちゃったんだからねっ♡」[p],Tsubomi「Rõ ràng trước đây em đâu có dâm đãng thế này đâu... Đều tại anh nên em mới thành ra thế này đấy nhé♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7755,H_serihu_tubomi.ks,1552,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「んっ…くうぅっ♡　はっ、あぁっ♡　だめ…そ、そんな奥まで舐めちゃうのっ？」[p],"Tsubomi「Ưm... Khư ư...♡ Hộc, a...♡ Không được... s-sao anh lại liếm tận sâu bên trong thế?」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7756,H_serihu_tubomi.ks,1553,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ…あぁぁっ…舌入ってきてる♡　ん、くぅぅっ♡　ぐちゃぐちゃになっちゃうよぉっ♡」[p],"Tsubomi「A... A a... Lưỡi anh đút vào rồi kìa♡ Ưm, khư ư...♡ Nát bét hết mất thôi...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7757,H_serihu_tubomi.ks,1554,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「体の奥まで…味見されちゃってるみたいなんだけど…♡　気持ちいいけどっ、恥ずかしいっ…♡」[p],"Tsubomi「Tận sâu trong cơ thể... cứ như đang bị nếm thử vậy...♡ Sướng thì sướng thật đấy, nhưng mà xấu hổ lắm cơ...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7758,H_serihu_tubomi.ks,1564,dialogue,日高 舜 (MC),[舜],[舜]「お味はどうですかご主人様って言わないと…可愛いメイドさんなら言えるだろ？」[p],"[舜]「Em phải hỏi là \""Mùi vị thế nào thưa Chủ nhân\"" chứ... Cô hầu gái đáng yêu thì phải nói được câu đó chứ nhỉ?」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7759,H_serihu_tubomi.ks,1565,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「そんなこと言わせようとするなんて変態すぎ…んんっ♡　あぁっ、わかった、わかったからぁっ♡」[p],"Tsubomi「Bắt em nói mấy câu đó đúng là đồ biến thái mà... Ưm...♡ A, em biết rồi, em biết rồi mà♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7760,H_serihu_tubomi.ks,1566,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「蕾の…おまんこのお味は…どうですかご主人様っ…♡　ん、くぅぅっ♡　興奮しないでっ♡」[p],"Tsubomi「Mùi vị cô bé... của Tsubomi... thế nào thưa Chủ nhân...♡ Ưm, khư ư...♡ Đừng có hưng phấn lên thế chứ♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7761,H_serihu_tubomi.ks,1577,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぅっ♡　ああっ♡　舌出し入れするの、だめぇっ♡　気持ちいいの、湧き上がってきちゃう♡」[p],"Tsubomi「Hi ư...♡ A...♡ Lưỡi cứ thụt ra thụt vào thế, không được đâu...♡ Cảm giác sướng rơn, trào dâng lên mất rồi♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7762,H_serihu_tubomi.ks,1578,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ♡　あっ♡　あぁぁっ♡　いつも仕事してるところで…こんな格好しちゃってる…♡」[p],Tsubomi「A...♡ A...♡ A a...♡ Ở ngay nơi mình hay làm việc... mà lại mang cái bộ dạng này...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7763,H_serihu_tubomi.ks,1579,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「恥ずかしいところ舐め回されて舌で犯されてるみたいで…だめなのにっ、だめなのにぃっ♡」[p],"Tsubomi「Bị liếm láp khắp chỗ đáng xấu hổ, cứ như đang bị lưỡi làm tình vậy... Không được đâu, rõ ràng là không được cơ mà♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7764,H_serihu_tubomi.ks,1592,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あ゛あ゛あ゛っ♡　おかしくなっちゃうっ…♡　頭の中…ぐちゃぐちゃでわかんなくなるぅっ♡」[p],Tsubomi「A a a...♡ Em phát điên lên mất thôi...♡ Trong đầu... rối bời hết cả lên chẳng biết gì nữa rồi...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7765,H_serihu_tubomi.ks,1593,dialogue,日高 舜 (MC),[舜],[舜]「腰動かしすぎて舐めらんないって…自分で腰振っちゃってるじゃん」[p],[舜]「Hông em nẩy dữ quá anh không liếm được này... Em đang tự động dập hông luôn rồi kìa.」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7766,H_serihu_tubomi.ks,1594,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「やだ、やだぁ…言わないで…♡　だって止められないんだもん。あんたが舐めるからでしょっ♡」[p],Tsubomi「Kh-Không chịu đâu... đừng nói mà...♡ Tại em không kìm lại được cơ mà. Đều do anh liếm hết đấy chứ♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7767,H_serihu_tubomi.ks,1603,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぅぅっ♡　あ゛あ゛っ♡　奥ばっかりっ…トントンするからぁっ…なんか出ちゃったっ♡」[p],Tsubomi「Hi ư ư...♡ A a...♡ Toàn thọc sâu... vào tận bên trong cơ mà... có thứ gì đó trào ra mất rồi...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7768,H_serihu_tubomi.ks,1604,dialogue,日高 舜 (MC),[舜],[舜]「あーあ、せっかく掃除したのになぁ？　あとで一緒に綺麗にするから大丈夫だって」[p],"[舜]「Chà chà, uổng công em vừa dọn dẹp xong nhỉ? Lát nữa chúng ta cùng dọn lại là được chứ gì.」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7769,H_serihu_tubomi.ks,1605,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「うぅぅっ、そういう問題じゃないってばぁっ♡　おもらしなんて恥ずかしくて死んじゃうっ」[p],"Tsubomi「Ư ư, vấn đề đâu phải là thế chứ♡ Tè dầm thế này xấu hổ chết đi được.」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7770,H_serihu_tubomi.ks,1616,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ♡　やだっ、おもらし止まんないっ♡　お腹の奥もおまんこも熱くて…馬鹿になちゃったぁ♡」[p],"Tsubomi「A...♡ Không chịu đâu, nước cứ trào ra không dừng lại được này♡ Tận sâu trong bụng lẫn cô bé đều nóng rực lên... em phát điên lên mất thôi♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7771,H_serihu_tubomi.ks,1617,dialogue,日高 舜 (MC),[舜],[舜]「おもらしじゃなくて潮吹きだから…気持ちよくなると出るんだよ…ほら、また出てる」[p],"[舜]「Đâu phải tè dầm, là phun nước đấy chứ... Sướng rơn lên là nó phun ra thôi... Kìa, lại trào ra nữa rồi.」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
7772,H_serihu_tubomi.ks,1618,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひぐぅっ♡　あっ♡　あっ♡　あぁぁぁっ♡　やっ…もう出したくないのにぃっ…♡」[p],Tsubomi「Hức ư...♡ A...♡ A...♡ A a a...♡ Kh-Không chịu đâu... rõ ràng em không muốn trào ra nữa cơ mà...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7773,H_serihu_tubomi.ks,1628,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「あっ♡　あぁっ♡　あったかいの出てるっ…♡　ん、くぅぅっ♡　止まらないよぉ…」[p],"Tsubomi「A...♡ A...♡ Thứ gì đó ấm nóng đang trào ra này...♡ Ưm, khư ư...♡ Không dừng lại được đâu...」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7774,H_serihu_tubomi.ks,1629,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「これ癖になっちゃったらどうするのっ…ちょっと触られるだけでも潮吹きするようになっちゃう♡」[p],Tsubomi「Nhỡ thành nghiện luôn thì phải làm sao đây... Chỉ bị sờ một chút thôi là lại phun nước ra mất♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7775,H_serihu_tubomi.ks,1630,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「はぁっ♡　はぁ♡　私の体…ものすごくエッチで敏感になっちゃうじゃないっ…♡」[p],Tsubomi「Haa...♡ Haa♡ Cơ thể em... trở nên dâm đãng và nhạy cảm quá mức mất rồi...♡」[p],[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7776,H_serihu_tubomi.ks,1643,dialogue,成瀬 蕾 (Tsubomi),蕾,蕾「ひあぁぁぁぁっ♡　おっ、おおおっ♡　まだっ、出てるのに…♡　激しくしないでぇっ♡」[p],"Tsubomi「Hi a a a a...♡ Ô, ô ô ô...♡ Nước vẫn, đang trào ra cơ mà...♡ Đừng có làm mãnh liệt thế chứ...♡」[p]",[p],18+_HScene,"Tsubomi cảnh 18+: ngây thơ, rên rỉ, xưng em - anh | Có tag [p] chuyển trang"
7777,H_serihu_tubomi.ks,1644,dialogue,日高 舜 (MC),[舜],[舜]「あーあー、おまんこぐっちゃぐちゃ…蕾の入り口も完全にとろけて開いてる」[p],"[舜]「Chà chà, cô bé ướt át nát bét hết rồi này... Lối vào của Tsubomi cũng hoàn toàn tan chảy mở toang ra rồi.」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
